2022-01-03 16:06:01
Density	Radius	Energy	Rest mass
3.58000000E+04	1.18083594E-01	2.68121203E+02	4.55467082E+00
3.59000000E+04	1.17968750E-01	2.68366381E+02	4.55467082E+00
3.60000000E+04	1.17869141E-01	2.68611104E+02	4.55467082E+00
3.61000000E+04	1.17750781E-01	2.68855374E+02	4.55467082E+00
3.62000000E+04	1.17655859E-01	2.69099194E+02	4.55467082E+00
3.63000000E+04	1.17538281E-01	2.69342565E+02	4.55467082E+00
3.64000000E+04	1.17429297E-01	2.69585490E+02	4.55467082E+00
3.65000000E+04	1.17326563E-01	2.69827970E+02	4.55467082E+00
3.66000000E+04	1.17210156E-01	2.70070007E+02	4.55467082E+00
3.67000000E+04	1.17110156E-01	2.70311604E+02	4.55467082E+00
3.68000000E+04	1.16994141E-01	2.70552763E+02	4.55467082E+00
3.69000000E+04	1.16894922E-01	2.70793485E+02	4.55467082E+00
3.70000000E+04	1.16784766E-01	2.71033773E+02	4.55467082E+00
3.71000000E+04	1.16687109E-01	2.71273628E+02	4.55467082E+00
3.72000000E+04	1.16576563E-01	2.71513052E+02	4.55467082E+00
3.73000000E+04	1.16481250E-01	2.71752048E+02	4.55467082E+00
3.74000000E+04	1.16369531E-01	2.71990617E+02	4.55467082E+00
3.75000000E+04	1.16273438E-01	2.72228761E+02	4.55467082E+00
3.76000000E+04	1.16165234E-01	2.72466482E+02	4.55467082E+00
3.77000000E+04	1.16069531E-01	2.72703782E+02	4.55467082E+00
3.78000000E+04	1.15961328E-01	2.72940663E+02	4.55467082E+00
3.79000000E+04	1.15866797E-01	2.73177126E+02	4.55467082E+00
3.80000000E+04	1.15755859E-01	2.73413174E+02	4.55467082E+00
3.81000000E+04	1.15665234E-01	2.73648808E+02	4.55467082E+00
3.82000000E+04	1.15553906E-01	2.73884030E+02	4.55467082E+00
3.83000000E+04	1.15464844E-01	2.74118842E+02	4.55467082E+00
